id,area,source,clause,condition,requirement,status,implementation,evidence,proves,gap,detail
STO-099,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),5.6.2,Только если выбран соответствующий раздел/форма; не требование добавить его в любую лабораторную,Main body describes method,manual,—,—,Element can be represented in Markdown.,Academic/editorial review.,local-only: sto-matrix.md
STO-100,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),5.6.2,Только если выбран соответствующий раздел/форма; не требование добавить его в любую лабораторную,Main body gives results,manual,—,—,Element can be represented in Markdown.,Academic/editorial review.,local-only: sto-matrix.md
STO-101,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),5.6.3,Только если выбран соответствующий раздел/форма; не требование добавить его в любую лабораторную,Main body may contain text/tables/illustrations,manual,—,—,Element can be represented in Markdown.,Academic/editorial review.,local-only: sto-matrix.md
STO-102,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),5.7.1,Только если выбран соответствующий раздел/форма; не требование добавить его в любую лабораторную,Conclusion contains concise findings,manual,—,—,Element can be represented in Markdown.,Academic/editorial review.,local-only: sto-matrix.md
STO-103,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),5.7.1,Только если выбран соответствующий раздел/форма; не требование добавить его в любую лабораторную,Conclusion assesses results,manual,—,—,Element can be represented in Markdown.,Academic/editorial review.,local-only: sto-matrix.md
STO-104,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),5.7.1,Только если выбран соответствующий раздел/форма; не требование добавить его в любую лабораторную,Conclusion may contain recommendations,manual,—,—,Element can be represented in Markdown.,Academic/editorial review.,local-only: sto-matrix.md
STO-105,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),5.8.1,Только если выбран соответствующий раздел/форма; не требование добавить его в любую лабораторную,"Definitions/symbols/acronyms: two-column alphabetic list, dash explanation and units",missing,—,—,—,No supported semantic block/parser/validator.,local-only: sto-matrix.md
STO-106,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),5.9.1,Только если выбран соответствующий раздел/форма; не требование добавить его в любую лабораторную,Sources appear after conclusion and before appendices,partial,src/shared/lib/source-preflight/structure-checker.ts:110-122,tests/source-preflight/run_source_preflight_tests.ts,Appendix before sources error where sources exist.,Universal profile intentionally lets citation-free reports omit sources.,local-only: sto-matrix.md
STO-107,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),5.9.2,Только если выбран соответствующий раздел/форма; не требование добавить его в любую лабораторную,Bibliographic descriptions follow applicable GOST/source-type order,partial,src/features/markdown-parser/lib/parser/handlers/sto-handler.ts:100-144,tests/parser/run_parser_tests.ts,Citation/bibliography path exists.,"Подробная декомпозиция и ограничения: special-atoms.csv, B*",local-only: sto-matrix.md
STO-108,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),5.10.1,Только если выбран соответствующий раздел/форма; не требование добавить его в любую лабораторную,Appendix may contain intermediate mathematical proofs/calculations,manual,—,—,Generator can carry Markdown/objects.,Editorial decision whether material is appropriate appendix content.,local-only: sto-matrix.md
STO-109,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),5.10.1,Только если выбран соответствующий раздел/форма; не требование добавить его в любую лабораторную,Appendix may contain large formulas,manual,—,—,Generator can carry Markdown/objects.,Editorial decision whether material is appropriate appendix content.,local-only: sto-matrix.md
STO-110,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),5.10.1,Только если выбран соответствующий раздел/форма; не требование добавить его в любую лабораторную,Appendix may contain large tables,manual,—,—,Generator can carry Markdown/objects.,Editorial decision whether material is appropriate appendix content.,local-only: sto-matrix.md
STO-111,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),5.10.1,Только если выбран соответствующий раздел/форма; не требование добавить его в любую лабораторную,Appendix may contain graphs/charts,manual,—,—,Generator can carry Markdown/objects.,Editorial decision whether material is appropriate appendix content.,local-only: sto-matrix.md
STO-112,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),5.10.1,Только если выбран соответствующий раздел/форма; не требование добавить его в любую лабораторную,Appendix may contain computer output arrays,manual,—,—,Generator can carry Markdown/objects.,Editorial decision whether material is appropriate appendix content.,local-only: sto-matrix.md
STO-113,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),5.10.1,Только если выбран соответствующий раздел/форма; не требование добавить его в любую лабораторную,Appendix may contain instrument/device descriptions,manual,—,—,Generator can carry Markdown/objects.,Editorial decision whether material is appropriate appendix content.,local-only: sto-matrix.md
STO-114,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),5.10.1,Только если выбран соответствующий раздел/форма; не требование добавить его в любую лабораторную,Appendix may contain method descriptions,manual,—,—,Generator can carry Markdown/objects.,Editorial decision whether material is appropriate appendix content.,local-only: sto-matrix.md
STO-115,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),5.10.1,Только если выбран соответствующий раздел/форма; не требование добавить его в любую лабораторную,Appendix may contain instructions/methods,manual,—,—,Generator can carry Markdown/objects.,Editorial decision whether material is appropriate appendix content.,local-only: sto-matrix.md
STO-116,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),5.10.1,Только если выбран соответствующий раздел/форма; не требование добавить его в любую лабораторную,Appendix may contain algorithms/programs,manual,—,—,Generator can carry Markdown/objects.,Editorial decision whether material is appropriate appendix content.,local-only: sto-matrix.md
STO-117,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),5.10.1,Только если выбран соответствующий раздел/форма; не требование добавить его в любую лабораторную,Appendix may contain auxiliary illustrations,manual,—,—,Generator can carry Markdown/objects.,Editorial decision whether material is appropriate appendix content.,local-only: sto-matrix.md
STO-118,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),5.10.1,Только если выбран соответствующий раздел/форма; не требование добавить его в любую лабораторную,Appendix may contain other supporting material,manual,—,—,Generator can carry Markdown/objects.,Editorial decision whether material is appropriate appendix content.,local-only: sto-matrix.md
STO-119,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),5.10.2,Только если выбран соответствующий раздел/форма; не требование добавить его в любую лабораторную,Appendix material may be mandatory when assignment requires it,manual,—,—,—,Assignment/faculty review.,local-only: sto-matrix.md
STO-120,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),5.10.3,Только если выбран соответствующий раздел/форма; не требование добавить его в любую лабораторную,Appendices after sources,partial,src/shared/lib/source-preflight/structure-checker.ts:110-122,tests/source-preflight/run_source_preflight_tests.ts,Order error when sources heading exists.,No final DOCX order check.,local-only: sto-matrix.md
STO-121,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),5.10.4,Только если выбран соответствующий раздел/форма; не требование добавить его в любую лабораторную,Each appendix referenced and ordered by references,partial,src/shared/lib/source-preflight/structure-checker.ts: explicit appendix reference registry,tests/source-preflight/structure_reference_tests.ts: valid/unknown/late/missing references,Explicit appendix requires a declared earlier reference; unknown and late references fail.,Legacy prose still uses a warning and textual match; cross-appendix semantic references need more fixtures.,local-only: sto-matrix.md
STO-122,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),5.10.5,Только если выбран соответствующий раздел/форма; не требование добавить его в любую лабораторную,Appendix starts new page,partial,src/shared/config/sto-styles.ts:140-186,src/shared/lib/sto-template-style-validator.ts:226-265,Structural page break.,Appendix-specific macro needed.,local-only: sto-matrix.md
STO-123,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),5.10.5,Только если выбран соответствующий раздел/форма; не требование добавить его в любую лабораторную,Appendix label centered ПРИЛОЖЕНИЕ,partial,src/shared/config/sto-appendix.ts; src/features/markdown-parser/lib/parser/handlers/sto-handler.ts; src/shared/config/sto-styles.ts,tests/parser/run_parser_tests.ts: explicit appendix OOXML style and centered heading,Explicit appendix label uses one centered styled paragraph and page break.,Native Word appendix form and template parity require acceptance.,local-only: sto-matrix.md
STO-124,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),5.10.5,Только если выбран соответствующий раздел/форма; не требование добавить его в любую лабораторную,"Appendix title centered, sentence case, no final dot",partial,src/shared/config/sto-appendix.ts; src/features/markdown-parser/lib/parser/handlers/sto-handler.ts; src/shared/lib/source-preflight/structure-checker.ts,tests/parser/run_parser_tests.ts; tests/source-preflight/structure_reference_tests.ts,Explicit title is a soft-break run in the same centered paragraph; empty and final-dot titles fail preflight.,Sentence-case quality is editorial; mixed-case source titles are preserved.,local-only: sto-matrix.md
STO-125,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),5.10.6,Только если выбран соответствующий раздел/форма; не требование добавить его в любую лабораторную,Russian appendix letters exclude Ё З Й О Ч Ъ Ы Ь,partial,src/shared/lib/source-preflight/structure-checker.ts:63-174,tests/source-preflight/run_source_preflight_tests.ts,Allowed single Russian labels checked.,Latin/digit fallback absent; warnings only.,local-only: sto-matrix.md
STO-126,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),5.10.6,Только если выбран соответствующий раздел/форма; не требование добавить его в любую лабораторную,Single appendix label is A,implemented,src/shared/lib/source-preflight/structure-checker.ts: first appendix label A,tests/source-preflight/structure_reference_tests.ts: only-appendix-must-be-a,Preflight rejects a sole appendix Б; explicit parser accepts only allowed labels.,—,local-only: sto-matrix.md
STO-127,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),5.10.7,Только если выбран соответствующий раздел/форма; не требование добавить его в любую лабораторную,Appendix local section numbering A.1,partial,src/features/markdown-parser/lib/parser.ts: appendix-local heading counters,tests/parser/run_parser_tests.ts: explicit appendix section A.1,Explicit appendix sections use letter-local numbering.,Nested sections and cross-appendix references need more fixtures.,local-only: sto-matrix.md
STO-128,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),5.10.7,Только если выбран соответствующий раздел/форма; не требование добавить его в любую лабораторную,Appendix local table/figure/formula numbering A.1,partial,src/shared/lib/source-preflight/structure-checker.ts:201-221,tests/source-preflight/run_source_preflight_tests.ts,Warns for plain numeric object labels.,No automatic/strict registry.,local-only: sto-matrix.md
STO-129,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),5.10.8,Только если выбран соответствующий раздел/форма; не требование добавить его в любую лабораторную,Appendix pages continue document numbering,partial,src/app/builder.ts:128-150,src/shared/lib/sto-validator.ts:747-764,Single-section PAGE field.,No multi-section proof.,local-only: sto-matrix.md
STO-130,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),5.10.9,Только если выбран соответствующий раздел/форма; не требование добавить его в любую лабораторную,TOC contains appendix labels and titles,partial,src/features/markdown-parser/lib/parser/handlers/appendix-toc-field.ts; sto-handler.ts: complex TC and TOC identifier,tests/parser/appendix_parser_tests.ts; .agent-work/backtest-2026-09-25/appendix-complex-generated.acceptance.json; appendix-complex-generated.accepted.acceptance.json; .agent-work/backtest-2026-09-25/appendix-two.acceptance.json,Two full Word updates preserve exact Приложение А. Расчётные данные TOC entry with page number and body order. A two-appendix fixture generated separate A/B TOC entries on pages 9/10.,Other appendix compositions and template parity require acceptance.,local-only: sto-matrix.md
STO-131,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),5.10.10,Только если выбран соответствующий раздел/форма; не требование добавить его в любую лабораторную,Appendix A4; A3 allowed,manual,—,—,—,Need w:pgSz/section policy and visual review.,local-only: sto-matrix.md
STO-132,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),6.1.1,При использовании соответствующей конструкции; состав документа задаётся профилем/заданием,Illustrations conform to ESKD,manual,—,—,—,Domain/visual review.,local-only: sto-matrix.md
STO-133,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),6.1.2,При использовании соответствующей конструкции; состав документа задаётся профилем/заданием,Illustrations sufficient and placed body/appendix,partial,src/features/markdown-parser/lib/parser/handlers/image-handler.ts,tests/parser/run_parser_tests.ts,Images embed.,Sufficiency/placement editorial.,local-only: sto-matrix.md
STO-134,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),6.1.3,При использовании соответствующей конструкции; состав документа задаётся профилем/заданием,Figure after first reference or next page,partial,src/shared/lib/source-preflight/table-figure-checker.ts:10-61,tests/source-preflight/run_source_preflight_tests.ts,Caption-before-reference source error.,No physical page-layout proof.,local-only: sto-matrix.md
STO-135,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),6.1.3,При использовании соответствующей конструкции; состав документа задаётся профилем/заданием,Every figure referred to in text,partial,src/shared/lib/source-preflight/table-figure-checker.ts:10-61,tests/source-preflight/run_source_preflight_tests.ts,Simple numeric prior reference.,Appendix/chapter labels unsupported.,local-only: sto-matrix.md
STO-136,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),6.1.3,При использовании соответствующей конструкции; состав документа задаётся профилем/заданием,Use word Рисунок,partial,src/shared/lib/source-preflight/table-figure-checker.ts:10-61,tests/source-preflight/run_source_preflight_tests.ts,Caption parser recognizes word.,Exact references/case not exhaustive.,local-only: sto-matrix.md
STO-137,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),6.1.4,При использовании соответствующей конструкции; состав документа задаётся профилем/заданием,Small photo pasted to A4,not applicable,—,—,—,Visual/paper requirement.,local-only: sto-matrix.md
STO-138,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),6.1.5,При использовании соответствующей конструкции; состав документа задаётся профилем/заданием,Figures continuously numbered,missing,src/shared/lib/source-preflight/reference-checker.ts:31-72,tests/source-preflight/run_source_preflight_tests.ts,Anchor uniqueness only.,Need sequence registry.,local-only: sto-matrix.md
STO-139,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),6.1.6,При использовании соответствующей конструкции; состав документа задаётся профилем/заданием,Single figure is Рисунок 1,missing,—,—,—,Need count-aware number rule.,local-only: sto-matrix.md
STO-140,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),6.1.7,При использовании соответствующей конструкции; состав документа задаётся профилем/заданием,Text reference form рисунок N,partial,src/shared/lib/source-preflight/table-figure-checker.ts:39-55,tests/source-preflight/run_source_preflight_tests.ts,Prior numeric reference detected.,Exact phrase/case unsupported.,local-only: sto-matrix.md
STO-141,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),6.1.8,При использовании соответствующей конструкции; состав документа задаётся профилем/заданием,Figure caption format Рисунок N – Name,partial,src/shared/lib/source-preflight/punctuation-checker.ts:12-54,tests/parser/run_parser_tests.ts:320-341,En dash/no period and caption style.,Uppercase name/explanation position absent.,local-only: sto-matrix.md
STO-142,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),6.1.9,При использовании соответствующей конструкции; состав документа задаётся профилем/заданием,Multiline figure caption single interval/no word break,partial,src/shared/config/sto-styles.ts:200-207,src/shared/lib/sto-template-style-validator.ts:282-304,w:line=240 auto (single line).,No rendered multiline/word-break check.,local-only: sto-matrix.md
STO-143,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),6.1.10,При использовании соответствующей конструкции; состав документа задаётся профилем/заданием,Appendix figure number A.1,partial,src/shared/lib/source-preflight/structure-checker.ts:201-210,tests/source-preflight/run_source_preflight_tests.ts,Plain numeric warning.,No strict automatic A.1.,local-only: sto-matrix.md
STO-144,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),6.2.1,При использовании соответствующей конструкции; состав документа задаётся профилем/заданием,Table appropriate for comparison/numeric data,manual,src/features/markdown-parser/lib/parser/handlers/block-handlers.ts,tests/parser/run_parser_tests.ts:246-293,Tables render.,Editorial appropriateness.,local-only: sto-matrix.md
STO-145,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),6.2.2,При использовании соответствующей конструкции; состав документа задаётся профилем/заданием,Table after first reference or next page,partial,src/shared/lib/source-preflight/table-figure-checker.ts:10-61,tests/source-preflight/run_source_preflight_tests.ts,Caption-before-reference error.,No physical layout.,local-only: sto-matrix.md
STO-146,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),6.2.3,При использовании соответствующей конструкции; состав документа задаётся профилем/заданием,Every table referred to as таблица N,partial,src/shared/lib/source-preflight/table-figure-checker.ts:10-61,tests/source-preflight/run_source_preflight_tests.ts,Simple numeric references.,Appendix/chapter labels/exact phrase absent.,local-only: sto-matrix.md
STO-147,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),6.2.4,При использовании соответствующей конструкции; состав документа задаётся профилем/заданием,"Optional table title above, left/no indent",partial,src/shared/config/sto-styles.ts:210-226,src/shared/lib/sto-template-style-validator.ts:306-328,Caption left/zero indent.,Optional-title semantics conflict with validator requirement.,local-only: sto-matrix.md
STO-148,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),6.2.4,При использовании соответствующей конструкции; состав документа задаётся профилем/заданием,"Table caption format Таблица N – Name, uppercase start/no dot",partial,src/shared/lib/source-preflight/punctuation-checker.ts:12-54,tests/parser/run_parser_tests.ts:274-293,Dash/no-dot checks.,Uppercase/semantic precision not checked.,local-only: sto-matrix.md
STO-149,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),6.2.5,При использовании соответствующей конструкции; состав документа задаётся профилем/заданием,Multiline table title single interval,implemented,src/shared/config/sto-styles.ts:218-225,src/shared/lib/sto-template-style-validator.ts:306-328,w:line=240 auto.,No rendered multiline test.,local-only: sto-matrix.md
STO-150,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),6.2.6,При использовании соответствующей конструкции; состав документа задаётся профилем/заданием,Table numbering continuous/chapter-local,missing,src/shared/lib/source-preflight/reference-checker.ts:31-72,tests/source-preflight/run_source_preflight_tests.ts,Anchors only.,Need sequence registry.,local-only: sto-matrix.md
STO-151,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),6.2.6,При использовании соответствующей конструкции; состав документа задаётся профилем/заданием,Single table is Таблица 1,missing,—,—,—,Need count-aware rule.,local-only: sto-matrix.md
STO-152,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),6.2.6,При использовании соответствующей конструкции; состав документа задаётся профилем/заданием,Appendix table number B.1,partial,src/shared/lib/source-preflight/structure-checker.ts:201-210,tests/source-preflight/run_source_preflight_tests.ts,Plain numeric warning.,No strict automatic B.1.,local-only: sto-matrix.md
STO-153,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),6.2.7,При использовании соответствующей конструкции; состав документа задаётся профилем/заданием,Split table repeats header/sidehead,partial,src/features/markdown-parser/lib/parser/handlers/block-handlers.ts,src/shared/lib/sto-validator.ts:859-862,First row tblHeader.,No post-layout split proof.,local-only: sto-matrix.md
STO-154,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),6.2.7,При использовании соответствующей конструкции; состав документа задаётся профилем/заданием,Repeated text uses quotes/То же; figures/symbols never quoted,manual,—,—,—,Cell semantic review.,local-only: sto-matrix.md
STO-155,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),6.2.7,При использовании соответствующей конструкции; состав документа задаётся профилем/заданием,No data cell dash/empty,partial,src/shared/lib/source-preflight/table-figure-checker.ts:116-136,src/shared/lib/sto-validator.ts:849-852,Empty cells rejected.,Literal en dash/merged-cell context absent.,local-only: sto-matrix.md
STO-156,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),6.2.8,При использовании соответствующей конструкции; состав документа задаётся профилем/заданием,Table header capitalization/singular/no periods,partial,src/shared/lib/source-preflight/table-figure-checker.ts:77-114,src/shared/lib/sto-validator.ts:854-857,Empty/final-dot headers rejected.,Casing/singular/continuation semantics absent.,local-only: sto-matrix.md
STO-157,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),6.2.9,При использовании соответствующей конструкции; состав документа задаётся профилем/заданием,Table border policy; no diagonal lines,partial,src/shared/lib/sto-validator.ts:869-872,tests/validator/run_validator_tests.ts:395-405,Diagonal borders rejected.,Required normal border layout unproven.,local-only: sto-matrix.md
STO-158,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),6.2.10,При использовании соответствующей конструкции; состав документа задаётся профилем/заданием,Header orientation optional; smaller font allowed; avoid № п/п,partial,src/shared/config/sto-rules.json:142-144,tests/source-preflight/run_source_preflight_tests.ts,Two ordinal header spellings detected.,Orientation/font/variants absent.,local-only: sto-matrix.md
STO-159,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),6.2.11,При использовании соответствующей конструкции; состав документа задаётся профилем/заданием,Landscape table allowed,manual,—,—,—,Section-orientation feature/visual check.,local-only: sto-matrix.md
STO-160,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),6.2.12,При использовании соответствующей конструкции; состав документа задаётся профилем/заданием,Continuation label Продолжение таблицы N left/no dot,missing,—,—,—,Need split-table representation.,local-only: sto-matrix.md
STO-161,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),6.2.13,При использовании соответствующей конструкции; состав документа задаётся профилем/заданием,No bottom border before continued next-page table,missing,—,—,—,Layout-aware Word/PDF check.,local-only: sto-matrix.md
STO-162,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),6.2.14,При использовании соответствующей конструкции; состав документа задаётся профилем/заданием,Small data preferably text/columns,manual,—,—,—,Editorial decision.,local-only: sto-matrix.md
STO-163,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),6.3,При использовании соответствующей конструкции; состав документа задаётся профилем/заданием,Formula separated from text and centered,partial,src/shared/lib/source-preflight/formula-checker.ts; src/features/markdown-parser/lib/parser/handlers/math-handler.ts,tests/source-preflight/run_source_preflight_tests.ts; src/shared/lib/sto-validator.ts:797-815,Formula path exists.,"Подробная декомпозиция и ограничения: special-atoms.csv, F*",local-only: sto-matrix.md
STO-164,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),6.3,При использовании соответствующей конструкции; состав документа задаётся профилем/заданием,Formula symbols explained after formula,partial,src/shared/lib/source-preflight/formula-checker.ts; src/features/markdown-parser/lib/parser/handlers/math-handler.ts,tests/source-preflight/run_source_preflight_tests.ts; src/shared/lib/sto-validator.ts:797-815,Formula path exists.,"Подробная декомпозиция и ограничения: special-atoms.csv, F*",local-only: sto-matrix.md
STO-165,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),6.3,При использовании соответствующей конструкции; состав документа задаётся профилем/заданием,Formula numbering at right in parentheses,partial,src/shared/lib/source-preflight/formula-checker.ts; src/features/markdown-parser/lib/parser/handlers/math-handler.ts,tests/source-preflight/run_source_preflight_tests.ts; src/shared/lib/sto-validator.ts:797-815,Formula path exists.,"Подробная декомпозиция и ограничения: special-atoms.csv, F*",local-only: sto-matrix.md
STO-166,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),6.3,При использовании соответствующей конструкции; состав документа задаётся профилем/заданием,Formula references use parentheses,partial,src/shared/lib/source-preflight/formula-checker.ts; src/features/markdown-parser/lib/parser/handlers/math-handler.ts,tests/source-preflight/run_source_preflight_tests.ts; src/shared/lib/sto-validator.ts:797-815,Formula path exists.,"Подробная декомпозиция и ограничения: special-atoms.csv, F*",local-only: sto-matrix.md
STO-167,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),6.3,При использовании соответствующей конструкции; состав документа задаётся профилем/заданием,Formula layout/line-break rules,partial,src/shared/lib/source-preflight/formula-checker.ts; src/features/markdown-parser/lib/parser/handlers/math-handler.ts,tests/source-preflight/run_source_preflight_tests.ts; src/shared/lib/sto-validator.ts:797-815,Formula path exists.,"Подробная декомпозиция и ограничения: special-atoms.csv, F*",local-only: sto-matrix.md
STO-168,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),6.4.1,При использовании соответствующей конструкции; состав документа задаётся профилем/заданием,Citation is Arabic number in square brackets,partial,src/shared/lib/sto-validator.ts:778-788,tests/validator/run_validator_tests.ts:149-172,Parsed citations become dense brackets.,Custom text/multi-section restart not checked.,local-only: sto-matrix.md
STO-169,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),6.4.2,При использовании соответствующей конструкции; состав документа задаётся профилем/заданием,"Reference source as whole/section/appendix, not its table/figure except own doc",manual,—,—,—,Need content-aware note/citation support.,local-only: sto-matrix.md
STO-170,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),6.4.3,При использовании соответствующей конструкции; состав документа задаётся профилем/заданием,Standards/TU citation rule,manual,—,—,—,Need content-aware note/citation support.,local-only: sto-matrix.md
STO-171,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),6.4.4,При использовании соответствующей конструкции; состав документа задаётся профилем/заданием,Note is after text/graphic/table,missing,—,—,—,Need content-aware note/citation support.,local-only: sto-matrix.md
STO-172,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),6.4.5,При использовании соответствующей конструкции; состав документа задаётся профилем/заданием,One note begins Примечание –; several Примечания with numbered paragraphs,missing,—,—,—,Need content-aware note/citation support.,local-only: sto-matrix.md
STO-173,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),6.4.6,При использовании соответствующей конструкции; состав документа задаётся профилем/заданием,Table note placed at table end,missing,—,—,—,Need content-aware note/citation support.,local-only: sto-matrix.md
STO-174,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),7.1,При использовании соответствующей конструкции; состав документа задаётся профилем/заданием,Text is concise,manual,src/shared/lib/source-preflight/soft-text-checker.ts,tests/source-preflight/run_source_preflight_tests.ts,Some soft textual markers may be reported.,"Linguistic, standards, quantity/unit, and rendered-table analysis required.",local-only: sto-matrix.md
STO-175,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),7.1,При использовании соответствующей конструкции; состав документа задаётся профилем/заданием,Text is exact,manual,src/shared/lib/source-preflight/soft-text-checker.ts,tests/source-preflight/run_source_preflight_tests.ts,Some soft textual markers may be reported.,"Linguistic, standards, quantity/unit, and rendered-table analysis required.",local-only: sto-matrix.md
STO-176,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),7.1,При использовании соответствующей конструкции; состав документа задаётся профилем/заданием,Text is unambiguous,manual,src/shared/lib/source-preflight/soft-text-checker.ts,tests/source-preflight/run_source_preflight_tests.ts,Some soft textual markers may be reported.,"Linguistic, standards, quantity/unit, and rendered-table analysis required.",local-only: sto-matrix.md
STO-177,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),7.1,При использовании соответствующей конструкции; состав документа задаётся профилем/заданием,Mandatory wording uses shall/should/must-style verbs,manual,src/shared/lib/source-preflight/soft-text-checker.ts,tests/source-preflight/run_source_preflight_tests.ts,Some soft textual markers may be reported.,"Linguistic, standards, quantity/unit, and rendered-table analysis required.",local-only: sto-matrix.md
STO-178,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),7.1,При использовании соответствующей конструкции; состав документа задаётся профилем/заданием,Nonmandatory wording uses may/can-style verbs,manual,src/shared/lib/source-preflight/soft-text-checker.ts,tests/source-preflight/run_source_preflight_tests.ts,Some soft textual markers may be reported.,"Linguistic, standards, quantity/unit, and rendered-table analysis required.",local-only: sto-matrix.md
STO-179,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),7.1,При использовании соответствующей конструкции; состав документа задаётся профилем/заданием,Scientific/technical terms follow applicable standards,manual,src/shared/lib/source-preflight/soft-text-checker.ts,tests/source-preflight/run_source_preflight_tests.ts,Some soft textual markers may be reported.,"Linguistic, standards, quantity/unit, and rendered-table analysis required.",local-only: sto-matrix.md
STO-180,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),7.2,При использовании соответствующей конструкции; состав документа задаётся профилем/заданием,No colloquial expressions,manual,src/shared/lib/source-preflight/soft-text-checker.ts,tests/source-preflight/run_source_preflight_tests.ts,Some soft textual markers may be reported.,"Linguistic, standards, quantity/unit, and rendered-table analysis required.",local-only: sto-matrix.md
STO-181,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),7.2,При использовании соответствующей конструкции; состав документа задаётся профилем/заданием,No arbitrary synonyms for standardized terms,manual,src/shared/lib/source-preflight/soft-text-checker.ts,tests/source-preflight/run_source_preflight_tests.ts,Some soft textual markers may be reported.,"Linguistic, standards, quantity/unit, and rendered-table analysis required.",local-only: sto-matrix.md
